#f1, m1, meanDTcross, stdDTcross, Opt1_cross, Opt2_cross, Undec_cross, meanDTmddm, stdDTmddm, Opt1_mddm, Opt2_mdd, Undec_mddm
0.9,3.3000000000000003,0.8368905,0.314044893171,0.752,0.248,0.0,0.6621235,0.559537564758,0.688,0.312,0.0
0.9,3.4000000000000004,0.807407,0.287623791711,0.754,0.246,0.0,0.655765,0.538388311601,0.686,0.314,0.0
0.9,3.5,0.7836265,0.271071169857,0.743,0.257,0.0,0.631536,0.526046251584,0.6715,0.3285,0.0
0.9,3.6,0.775459,0.267419014458,0.7485,0.2515,0.0,0.6121965,0.528674309086,0.662,0.338,0.0
0.9,3.7,0.751625,0.261729578446,0.742,0.258,0.0,0.5879155,0.49737327401,0.665,0.335,0.0
0.9,3.8000000000000003,0.737843,0.244370792785,0.7195,0.2805,0.0,0.575359,0.531825065001,0.6705,0.3295,0.0
0.9,3.9000000000000004,0.725495,0.233988786636,0.7465,0.2535,0.0,0.5617045,0.479624983467,0.6615,0.3385,0.0
0.9,4.0,0.702597,0.22781733279,0.735,0.265,0.0,0.5485615,0.478305089103,0.643,0.357,0.0
0.9,4.1,0.6911475,0.204791206566,0.73,0.27,0.0,0.556404,0.471962859742,0.673,0.327,0.0
0.9,4.2,0.6757765,0.200802368515,0.714,0.286,0.0,0.544355,0.480419461958,0.663,0.337,0.0
0.9,4.300000000000001,0.6664805,0.195103213461,0.7085,0.2915,0.0,0.515275,0.451937476442,0.649,0.351,0.0
0.9,4.4,0.6541415,0.181133148718,0.708,0.292,0.0,0.5128955,0.450093611914,0.658,0.342,0.0
0.9,4.5,0.633844,0.161160701622,0.6985,0.3015,0.0,0.498271,0.43602945646,0.6505,0.3495,0.0
0.9,4.6000000000000005,0.6244665,0.156619210637,0.716,0.284,0.0,0.4980295,0.443284577971,0.637,0.363,0.0
0.9,4.7,0.6158375,0.147648242211,0.7085,0.2915,0.0,0.4693015,0.40395405075,0.6255,0.3745,0.0
0.9,4.8,0.607253,0.149007834359,0.7115,0.2885,0.0,0.46304,0.408933294816,0.629,0.371,0.0
0.9,4.9,0.5968735,0.144704450329,0.716,0.284,0.0,0.465676,0.411098024361,0.643,0.357,0.0
0.9,5.0,0.5896285,0.134053609136,0.7005,0.2995,0.0,0.431445,0.376801952684,0.6345,0.3655,0.0
1.1,0.5,4.38081300972,2.54631039674,0.726,0.263,0.011,3.39754007447,2.57936125407,0.7445,0.248,0.0075
1.1,0.6,3.77846908073,2.15020054116,0.7525,0.245,0.0025,2.96214844481,2.3404095908,0.7685,0.2285,0.003
1.1,0.7,3.289385,1.82684140876,0.7715,0.2285,0.0,2.53590856385,2.02659734729,0.783,0.2155,0.0015
1.1,0.8,2.9343215,1.52802627482,0.7715,0.2285,0.0,2.41977729481,1.97320372827,0.7825,0.216,0.0015
1.1,0.9,2.631277,1.31702809225,0.8045,0.1955,0.0,2.2700505,1.91221851698,0.785,0.215,0.0
1.1,1.0,2.337426,1.12810352574,0.7905,0.2095,0.0,1.96878504309,1.61740828537,0.8005,0.199,0.0005
1.1,1.1,2.210415,1.02444869509,0.8055,0.1945,0.0,1.812752,1.42078943922,0.7945,0.2055,0.0
1.1,1.2000000000000002,2.02938,0.866260810527,0.8135,0.1865,0.0,1.7020365,1.40004279629,0.7775,0.2225,0.0
1.1,1.3,1.9180305,0.842824900527,0.809,0.191,0.0,1.597792,1.30252021232,0.7905,0.2095,0.0
1.1,1.4,1.767861,0.710514287787,0.822,0.178,0.0,1.4891065,1.17131323145,0.765,0.235,0.0
1.1,1.5,1.7019435,0.673397751953,0.809,0.191,0.0,1.3913045,1.17202988368,0.7735,0.2265,0.0
1.1,1.6,1.620431,0.614282291459,0.8235,0.1765,0.0,1.2962815,1.05319659747,0.7715,0.2285,0.0
1.1,1.7000000000000002,1.5576915,0.583370775781,0.818,0.182,0.0,1.2796205,1.03846140621,0.7715,0.2285,0.0
1.1,1.8,1.487894,0.544955240336,0.832,0.168,0.0,1.1506645,0.895541818666,0.78,0.22,0.0
1.1,1.9000000000000001,1.443822,0.517866547686,0.8095,0.1905,0.0,1.139334,0.918399517668,0.7475,0.2525,0.0
1.1,2.0,1.3819245,0.481657769226,0.834,0.166,0.0,1.1150835,0.895933894761,0.7435,0.2565,0.0
1.1,2.1,1.321751,0.458191623346,0.846,0.154,0.0,1.022315,0.815885423578,0.7575,0.2425,0.0
1.1,2.2,1.2729185,0.445796932768,0.8485,0.1515,0.0,0.98092,0.792264636588,0.732,0.268,0.0
1.1,2.3,1.226149,0.407545445699,0.8555,0.1445,0.0,0.951679,0.766962315559,0.7455,0.2545,0.0
1.1,2.4000000000000004,1.191997,0.400512140299,0.8535,0.1465,0.0,0.9018505,0.746035001859,0.7345,0.2655,0.0
1.1,2.5,1.167859,0.396593626987,0.8455,0.1545,0.0,0.8859655,0.737823796268,0.7195,0.2805,0.0
1.1,2.6,1.1267615,0.386356332241,0.844,0.156,0.0,0.8429315,0.719388615262,0.7125,0.2875,0.0
1.1,2.7,1.108363,0.374600652555,0.84,0.16,0.0,0.7993235,0.659826904472,0.711,0.289,0.0
1.1,2.8000000000000003,1.0488875,0.36854205346,0.848,0.152,0.0,0.77176,0.643913055634,0.7215,0.2785,0.0
1.1,2.9000000000000004,1.032876,0.367830125791,0.8395,0.1605,0.0,0.75269,0.637912755218,0.7075,0.2925,0.0
1.1,3.0,1.009352,0.345970094188,0.847,0.153,0.0,0.7112785,0.598452940386,0.695,0.305,0.0
1.1,3.1,0.9744565,0.342083885252,0.8215,0.1785,0.0,0.728977,0.628712890867,0.7135,0.2865,0.0
1.1,3.2,0.9355765,0.334219330019,0.8225,0.1775,0.0,0.694695,0.575631829251,0.704,0.296,0.0
1.1,3.3000000000000003,0.9352055,0.325001628365,0.83,0.17,0.0,0.678162,0.583252972445,0.705,0.295,0.0
1.1,3.4000000000000004,0.8967145,0.31206873195,0.8275,0.1725,0.0,0.6523905,0.54245350115,0.6775,0.3225,0.0
1.1,3.5,0.864863,0.310769528451,0.815,0.185,0.0,0.648908,0.553749458564,0.6995,0.3005,0.0
1.1,3.6,0.8685255,0.313183592433,0.8215,0.1785,0.0,0.6033765,0.505823850432,0.666,0.334,0.0
1.1,3.7,0.836706,0.301945858873,0.815,0.185,0.0,0.602252,0.506283390523,0.68,0.32,0.0
1.1,3.8000000000000003,0.8106085,0.28751519784,0.792,0.208,0.0,0.565869,0.489871390164,0.68,0.32,0.0
1.1,3.9000000000000004,0.7957485,0.286268086383,0.8,0.2,0.0,0.5719015,0.502599114387,0.6645,0.3355,0.0
1.1,4.0,0.7699245,0.268301161644,0.7855,0.2145,0.0,0.563332,0.495136507851,0.6755,0.3245,0.0
1.1,4.1,0.7622665,0.271964162683,0.7895,0.2105,0.0,0.554398,0.467874809818,0.6765,0.3235,0.0
1.1,4.2,0.7398105,0.258943206545,0.776,0.224,0.0,0.542473,0.496401415812,0.661,0.339,0.0
1.1,4.300000000000001,0.7218985,0.24876611024,0.777,0.223,0.0,0.5005045,0.430583952041,0.663,0.337,0.0
1.1,4.4,0.709872,0.251031109404,0.773,0.227,0.0,0.509722,0.438423455718,0.6675,0.3325,0.0
1.1,4.5,0.693126,0.241313040225,0.763,0.237,0.0,0.5077895,0.437436201466,0.6785,0.3215,0.0
1.1,4.6000000000000005,0.6773755,0.231679374046,0.7795,0.2205,0.0,0.5036335,0.449856952898,0.6485,0.3515,0.0
1.1,4.7,0.6609165,0.224803861569,0.77,0.23,0.0,0.461562,0.414199309299,0.6525,0.3475,0.0
1.1,4.8,0.635264,0.200016098009,0.753,0.247,0.0,0.474451,0.420273995512,0.662,0.338,0.0
1.1,4.9,0.6308825,0.202448115433,0.7595,0.2405,0.0,0.467347,0.410238513503,0.6385,0.3615,0.0
1.1,5.0,0.619618,0.193610069464,0.7485,0.2515,0.0,0.456276,0.403212227884,0.6125,0.3875,0.0
1.3,0.5,4.37599559676,2.60966547584,0.7165,0.2745,0.009,3.19731325551,2.4976764601,0.76,0.2325,0.0075
1.3,0.6,3.77187856563,2.20498871848,0.743,0.255,0.002,3.00788703004,2.32059249468,0.785,0.208,0.007
1.3,0.7,3.25099098497,1.81982667421,0.773,0.2265,0.0005,2.67290252662,2.18083794046,0.789,0.209,0.002
1.3,0.8,2.946594,1.51936733737,0.7505,0.2495,0.0,2.43426525904,1.9854364526,0.7845,0.2135,0.002
1.3,0.9,2.6047185,1.23715696954,0.7905,0.2095,0.0,2.19836502806,1.77839721766,0.7985,0.201,0.0005
1.3,1.0,2.400968,1.20006996551,0.7945,0.2055,0.0,1.982997,1.60347252622,0.808,0.192,0.0
1.3,1.1,2.24693,1.03067630672,0.7875,0.2125,0.0,1.8070895,1.44178211085,0.813,0.187,0.0
1.3,1.2000000000000002,2.09834,0.895597966338,0.798,0.202,0.0,1.6827285,1.37628586299,0.7855,0.2145,0.0
1.3,1.3,1.9546985,0.831623695956,0.801,0.199,0.0,1.6216785,1.32556877608,0.801,0.199,0.0
1.3,1.4,1.811369,0.729207291071,0.8095,0.1905,0.0,1.4788685,1.21152506198,0.7865,0.2135,0.0
1.3,1.5,1.724568,0.676384532159,0.8425,0.1575,0.0,1.4278655,1.18955242172,0.787,0.213,0.0
1.3,1.6,1.641665,0.614180844336,0.8125,0.1875,0.0,1.338487,1.10433164085,0.776,0.224,0.0
1.3,1.7000000000000002,1.580068,0.581134330854,0.819,0.181,0.0,1.256928,1.01050478688,0.7905,0.2095,0.0
1.3,1.8,1.492308,0.537254233476,0.8225,0.1775,0.0,1.2212,1.00141801282,0.779,0.221,0.0
1.3,1.9000000000000001,1.443904,0.501398836488,0.826,0.174,0.0,1.126444,0.918037359753,0.7795,0.2205,0.0
1.3,2.0,1.4069875,0.483319960534,0.8325,0.1675,0.0,1.0679585,0.920003312171,0.751,0.249,0.0
1.3,2.1,1.318775,0.441161309467,0.8265,0.1735,0.0,1.0369895,0.863980022951,0.77,0.23,0.0
1.3,2.2,1.2909055,0.428793270943,0.839,0.161,0.0,0.9914395,0.861865354453,0.7385,0.2615,0.0
1.3,2.3,1.2535405,0.392574080154,0.837,0.163,0.0,0.9579685,0.793805141218,0.7425,0.2575,0.0
1.3,2.4000000000000004,1.2257505,0.404915925231,0.852,0.148,0.0,0.890198,0.740393072614,0.757,0.243,0.0
1.3,2.5,1.17548,0.375585137522,0.8405,0.1595,0.0,0.8750655,0.7143996819,0.7565,0.2435,0.0
1.3,2.6,1.1486415,0.363212434867,0.8625,0.1375,0.0,0.8391065,0.69624822652,0.741,0.259,0.0
1.3,2.7,1.1265525,0.346782508783,0.862,0.138,0.0,0.8231215,0.683910994059,0.7265,0.2735,0.0
1.3,2.8000000000000003,1.100725,0.333416002267,0.852,0.148,0.0,0.825858,0.669879406558,0.7285,0.2715,0.0
1.3,2.9000000000000004,1.070183,0.334538724505,0.875,0.125,0.0,0.7491865,0.600998219249,0.714,0.286,0.0
1.3,3.0,1.030799,0.312842235581,0.861,0.139,0.0,0.746103,0.62872153669,0.7125,0.2875,0.0
1.3,3.1,1.013605,0.304084547589,0.874,0.126,0.0,0.7172725,0.602691799905,0.7175,0.2825,0.0
1.3,3.2,0.9934515,0.305691000987,0.8635,0.1365,0.0,0.7032305,0.590202610687,0.7275,0.2725,0.0
1.3,3.3000000000000003,0.966673,0.29923581894,0.8525,0.1475,0.0,0.708328,0.595391310567,0.697,0.303,0.0
1.3,3.4000000000000004,0.9557945,0.290348762955,0.854,0.146,0.0,0.683661,0.608813454498,0.685,0.315,0.0
1.3,3.5,0.925691,0.28848522918,0.8675,0.1325,0.0,0.6453355,0.554472120709,0.7045,0.2955,0.0
1.3,3.6,0.904336,0.282841712943,0.859,0.141,0.0,0.6373295,0.540062964094,0.6765,0.3235,0.0
1.3,3.7,0.9017385,0.278472604345,0.858,0.142,0.0,0.6076735,0.516232642155,0.689,0.311,0.0
1.3,3.8000000000000003,0.870577,0.273441983539,0.8645,0.1355,0.0,0.609539,0.509051791802,0.7035,0.2965,0.0
1.3,3.9000000000000004,0.8530165,0.273591049004,0.8475,0.1525,0.0,0.5894715,0.496483014517,0.684,0.316,0.0
1.3,4.0,0.828076,0.269478527173,0.865,0.135,0.0,0.568477,0.47335425479,0.713,0.287,0.0
1.3,4.1,0.825561,0.272766263898,0.8525,0.1475,0.0,0.556749,0.47012187443,0.6915,0.3085,0.0
1.3,4.2,0.793457,0.261608297838,0.8415,0.1585,0.0,0.5328035,0.444405984477,0.679,0.321,0.0
1.3,4.300000000000001,0.789072,0.253418199612,0.8455,0.1545,0.0,0.5326125,0.458377587102,0.6825,0.3175,0.0
1.3,4.4,0.7695605,0.258619693625,0.852,0.148,0.0,0.511469,0.421189572656,0.6895,0.3105,0.0
1.3,4.5,0.751937,0.254327803792,0.8445,0.1555,0.0,0.5234395,0.465351056316,0.6685,0.3315,0.0
